CHAVE;EMPRESA;ANO;MES;DATA;CLIENTE;DOC;PRODUTO;QTD;PRECO;VALOR;DESC;CAIXA;FORMA;TIPO;VENDEDOR;GRUPO;SUBGRUPO
;T CASA 01 - Matriz;2025;6;14/06/2025;VENDA CONSUMIDOR;7326;VASO CERAMICA;1;19,99;19,99;23,31;2;CARTÃO;CUPOM MANUAL;HC MILTON;UD/JARD/PRES/DECOR;VASO
;T CASA 01 - Matriz;2025;6;28/06/2025;VENDA CONSUMIDOR;4819;CENTRO MESA GALATA VIDRO D26CM;1;19,99;19,99;0;1;BANCO;CUPOM MANUAL;HC MARIA RAIMUNDA;UD/JARD/PRES/DECOR;CENTRO MESA
;T CASA 01 - Matriz;2025;7;01/07/2025;VENDA CONSUMIDOR;4954;CENTRO MESA GALATA VIDRO D26CM;1;19,99;19,99;0;1;BANCO;CUPOM MANUAL;HC MARIA RAIMUNDA;UD/JARD/PRES/DECOR;CENTRO MESA
;T CASA 01 - Matriz;2025;7;01/07/2025;VENDA CONSUMIDOR;4983;GARRAFA ESTAMPADA C.TAMPA1L;1;19,99;19,99;0;1;DINHEIRO;CUPOM MANUAL;HC MARIA RAIMUNDA;UD/JARD/PRES/DECOR;GARRAFA
;T CASA 01 - Matriz;2025;7;03/07/2025;VENDA CONSUMIDOR;8266;PEGADOR MASSA ARIENZO 28,5CM;1;19,99;19,99;0;2;BANCO;CUPOM MANUAL;HC RENATA;UD/JARD/PRES/DECOR;PEGADOR
;T CASA 01 - Matriz;2025;7;04/07/2025;VENDA CONSUMIDOR;5147;CJ 3PCS VIDRO SALEIRO-PIMENTEIRO C.SUPOR;1;19,99;19,99;0;1;CARTÃO;CUPOM MANUAL;HC MILTON;UD/JARD/PRES/DECOR;PORTA CONDIMENTO
;T CASA 01 - Matriz;2025;7;07/07/2025;VENDA CONSUMIDOR;5260;JG 4PCS TALHERES NYLON;1;19,99;19,99;0;1;BANCO;CUPOM MANUAL;HC MARINETE;UD/JARD/PRES/DECOR;JOGO TALHERES
;T CASA 01 - Matriz;2025;7;07/07/2025;VENDA CONSUMIDOR;5286;CESTA SERVIR INOX 10,5X9X6CM;1;19,99;19,99;21,21;1;DINHEIRO;CUPOM MANUAL;HC CESAR;UD/JARD/PRES/DECOR;CESTA
;T CASA 01 - Matriz;2025;7;09/07/2025;VENDA CONSUMIDOR;5430;ESPANADOR MICROFIBRA ENCAIXE CABO CZ 56X;1;19,99;19,99;0;1;CARTÃO;CUPOM MANUAL;HC NAZARENO;UD/JARD/PRES/DECOR;UD CASA
;T CASA 01 - Matriz;2025;7;10/07/2025;VENDA CONSUMIDOR;5492;CJ 3PCS VIDRO SALEIRO-PIMENTEIRO C.SUPOR;1;19,99;19,99;0;1;CARTÃO;CUPOM MANUAL;HC CESAR;UD/JARD/PRES/DECOR;PORTA CONDIMENTO
;T CASA 01 - Matriz;2025;7;17/07/2025;VENDA CONSUMIDOR;5865;FITA LED EXT IP65 50M AM 2700K 127V;1;19,99;19,99;0;1;CARTÃO;CUPOM MANUAL;HC MARINETE;ELETRICO/ILUMINACAO;FITA LED
;T CASA 01 - Matriz;2025;7;20/07/2025;VENDA CONSUMIDOR;20007;CJ 3PCS VIDRO SALEIRO-PIMENTEIRO C.SUPOR;1;19,99;19,99;0;3;BANCO;CUPOM MANUAL;HC RENATO;UD/JARD/PRES/DECOR;PORTA CONDIMENTO
;T CASA 01 - Matriz;2025;7;21/07/2025;VENDA CONSUMIDOR;20014;PEGADOR MASSA ARIENZO 28,5CM;1;19,99;19,99;0;3;BANCO;CUPOM MANUAL;HC FRANCISCO;UD/JARD/PRES/DECOR;PEGADOR
;T CASA 01 - Matriz;2025;8;02/08/2025;VENDA CONSUMIDOR;9433;JG 4PCS TALHERES NYLON;1;19,99;19,99;0;2;CARTÃO;CUPOM MANUAL;HC MARIA RAIMUNDA;UD/JARD/PRES/DECOR;JOGO TALHERES
;T CASA 01 - Matriz;2025;8;04/08/2025;VENDA CONSUMIDOR;9499;PORTA DOCES FESTA TRIPLO;1;19,99;19,99;0;2;CARTÃO;CUPOM MANUAL;HC RENATA;UD/JARD/PRES/DECOR;UD
;T CASA 01 - Matriz;2025;8;08/08/2025;VENDA CONSUMIDOR;9637;JG 3 UTENSILIOS BAMBU;1;19,99;19,99;0;2;CARTÃO;CUPOM MANUAL;HC MARINETE;UD/JARD/PRES/DECOR;UTENSILIOS
;T CASA 01 - Matriz;2025;8;08/08/2025;VENDA CONSUMIDOR;20453;CANECA PET GUYS BASSET EM NEW BONE 320ML;1;19,99;19,99;0;3;BANCO;CUPOM MANUAL;HC MARIA RAIMUNDA;UD/JARD/PRES/DECOR;CANECA
;T CASA 01 - Matriz;2025;8;09/08/2025;VENDA CONSUMIDOR;20506;PEGADOR SALADA ARIENZO 28,5CM;1;19,99;19,99;0;3;DINHEIRO;CUPOM MANUAL;HC RENATO;UD/JARD/PRES/DECOR;PEGADOR
;T CASA 01 - Matriz;2025;8;09/08/2025;VENDA CONSUMIDOR;20506;PEGADOR MASSA ARIENZO 28,5CM;1;19,99;19,99;0;3;DINHEIRO;CUPOM MANUAL;HC RENATO;UD/JARD/PRES/DECOR;PEGADOR
;T CASA 01 - Matriz;2025;8;11/08/2025;VENDA CONSUMIDOR;9742;PEGADOR MASSA ARIENZO 28,5CM;1;19,99;19,99;0;2;DINHEIRO;CUPOM MANUAL;HC MARCELO;UD/JARD/PRES/DECOR;PEGADOR
;T CASA 01 - Matriz;2025;8;12/08/2025;IT CENTER;11835;DUCHA HIGIENICA PVC BRANCA HIGO;1;19,99;19,99;0;;A PRAZO;NFDAV;VENDEDOR PADRAO;COZINHA/BANHEIROS;DUCHA
;T CASA 01 - Matriz;2025;8;13/08/2025;VENDA CONSUMIDOR;9785;DUCHA HIGIENICA PVC BRANCA HIGO;1;19,99;19,99;0;2;CARTÃO;CUPOM MANUAL;HC BARBOSA;COZINHA/BANHEIROS;DUCHA
;T CASA 01 - Matriz;2025;8;13/08/2025;VENDA CONSUMIDOR;6940;GARRAFA ESTAMPADA C.TAMPA1L;1;19,99;19,99;0;1;DINHEIRO;CUPOM MANUAL;HC MILTON;UD/JARD/PRES/DECOR;GARRAFA
;T CASA 01 - Matriz;2025;8;16/08/2025;VENDA CONSUMIDOR;9912;JG 4PCS TALHERES NYLON;1;19,99;19,99;0;2;CARTÃO;CUPOM MANUAL;HC NAZARENO;UD/JARD/PRES/DECOR;JOGO TALHERES
;T CASA 01 - Matriz;2025;8;18/08/2025;VENDA CONSUMIDOR;9974;INFUSOR CHA FOLHA SILI;1;19,99;19,99;0;2;CARTÃO;CUPOM MANUAL;HC MARIA RAIMUNDA;UD/JARD/PRES/DECOR;UD CASA
;T CASA 01 - Matriz;2025;8;19/08/2025;PARD;10055;PEGADOR SALADA ARIENZO 28,5CM;1;19,99;19,99;0;2;CARTÃO;ORÇAMENTO;HC CESAR;UD/JARD/PRES/DECOR;PEGADOR
;T CASA 01 - Matriz;2025;8;22/08/2025;VENDA CONSUMIDOR;7380;CONSUME CERAMICA LOVE PR 17X12,5X7CM;1;19,99;19,99;0;1;CARTÃO;CUPOM MANUAL;HC BARBOSA;UD/JARD/PRES/DECOR;UD CASA
;T CASA 01 - Matriz;2025;8;23/08/2025;VENDA CONSUMIDOR;10211;JG 4PCS TALHERES NYLON;1;19,99;19,99;0;2;DINHEIRO;CUPOM MANUAL;HC CESAR;UD/JARD/PRES/DECOR;JOGO TALHERES
;T CASA 01 - Matriz;2025;8;28/08/2025;VENDA CONSUMIDOR;7672;JG 4PCS TALHERES NYLON;1;19,99;19,99;0;1;BANCO;CUPOM MANUAL;HC MARCELO;UD/JARD/PRES/DECOR;JOGO TALHERES
;T CASA 01 - Matriz;2025;9;06/09/2025;VENDA CONSUMIDOR;10782;JG 4PCS TALHERES NYLON;1;19,99;19,99;0;2;CARTÃO;CUPOM MANUAL;HC MARCELO;UD/JARD/PRES/DECOR;JOGO TALHERES
;T CASA 01 - Matriz;2025;9;06/09/2025;VENDA CONSUMIDOR;10826;PEGADOR MASSA ARIENZO 28,5CM;1;19,99;19,99;0;2;DINHEIRO;CUPOM MANUAL;HC MARCELO;UD/JARD/PRES/DECOR;PEGADOR
;T CASA 01 - Matriz;2025;9;12/09/2025;VENDA CONSUMIDOR;11070;VASO CERAMICA;1;19,99;19,99;23,31;2;CARTÃO;CUPOM MANUAL;HC NAZARENO;UD/JARD/PRES/DECOR;VASO
;T CASA 01 - Matriz;2025;9;15/09/2025;VENDA CONSUMIDOR;11180;FITA LED EXT IP65 50M AM 2700K 127V;1;19,99;19,99;0;2;BANCO;CUPOM MANUAL;HC RENATA;ELETRICO/ILUMINACAO;FITA LED
;T CASA 01 - Matriz;2025;9;16/09/2025;VENDA CONSUMIDOR;8669;JG 4PCS TALHERES NYLON;1;19,99;19,99;0;1;CARTÃO;CUPOM MANUAL;HC FRANCISCO;UD/JARD/PRES/DECOR;JOGO TALHERES
;T CASA 01 - Matriz;2025;9;22/09/2025;VENDA CONSUMIDOR;11451;PEGADOR MASSA ARIENZO 28,5CM;1;19,99;19,99;0;2;CARTÃO;CUPOM MANUAL;HC RENATA;UD/JARD/PRES/DECOR;PEGADOR
;T CASA 01 - Matriz;2025;9;22/09/2025;VENDA CONSUMIDOR;11465;JG 4PCS TALHERES NYLON;1;19,99;19,99;0;2;CARTÃO;CUPOM MANUAL;HC RENATA;UD/JARD/PRES/DECOR;JOGO TALHERES
;T CASA 01 - Matriz;2025;9;24/09/2025;VENDA CONSUMIDOR;11582;CESTA SERVIR INOX 10,5X9X6CM;1;19,99;19,99;21,21;2;CARTÃO;CUPOM MANUAL;HC MARCELO;UD/JARD/PRES/DECOR;CESTA
;T CASA 01 - Matriz;2025;9;24/09/2025;VENDA CONSUMIDOR;11582;JG 4PCS TALHERES NYLON;1;19,99;19,99;0;2;CARTÃO;CUPOM MANUAL;HC MARCELO;UD/JARD/PRES/DECOR;JOGO TALHERES
;T CASA 01 - Matriz;2025;9;26/09/2025;VENDA CONSUMIDOR;9161;VASO CERAMICA;1;19,99;19,99;23,31;1;CARTÃO;CUPOM MANUAL;HC MILTON;UD/JARD/PRES/DECOR;VASO
;T CASA 01 - Matriz;2025;10;01/10/2025;VENDA CONSUMIDOR;11932;SACA ROLHAS MANUAL INOX 16CM;1;19,99;19,99;0;2;CARTÃO;CUPOM MANUAL;HC MARCELO;UD/JARD/PRES/DECOR;SACA ROLHAS
;T CASA 01 - Matriz;2025;10;10/10/2025;VENDA CONSUMIDOR;21173;SACA ROLHAS MANUAL INOX 16CM;1;19,99;19,99;0;3;CARTÃO;CUPOM MANUAL;HC CESAR;UD/JARD/PRES/DECOR;SACA ROLHAS
;T CASA 01 - Matriz;2025;10;10/10/2025;ALDILETH ALMEIDA VILHENA;12989;PEGADOR MASSA ARIENZO 28,5CM;1;19,99;19,99;0;;A PRAZO;NFDAV;HC RENATA;UD/JARD/PRES/DECOR;PEGADOR
;T CASA 01 - Matriz;2025;10;16/10/2025;VENDA CONSUMIDOR;10166;SACA ROLHAS MANUAL INOX 16CM;1;19,99;19,99;0;1;CARTÃO;CUPOM MANUAL;HC BARBOSA;UD/JARD/PRES/DECOR;SACA ROLHAS
;T CASA 01 - Matriz;2025;10;18/10/2025;VENDA CONSUMIDOR;21462;CANECA PET GUYS COCKER SPANIEL EM NEW BO;1;19,99;19,99;0;3;DINHEIRO;CUPOM MANUAL;HC BARBOSA;UD/JARD/PRES/DECOR;CANECA
;T CASA 01 - Matriz;2025;10;19/10/2025;VENDA CONSUMIDOR;10291;CJ 3PCS VIDRO SALEIRO-PIMENTEIRO C.SUPOR;1;19,99;19,99;0;1;BANCO;CUPOM MANUAL;HC RENATA;UD/JARD/PRES/DECOR;PORTA CONDIMENTO
;T CASA 01 - Matriz;2025;10;23/10/2025;VENDA CONSUMIDOR;10468;CESTA ONE MAXI WGR;1;19,99;19,99;0;1;CARTÃO;CUPOM MANUAL;HC MARIA RAIMUNDA;UD/JARD/PRES/DECOR;CESTA
;T CASA 01 - Matriz;2025;10;23/10/2025;VENDA CONSUMIDOR;10476;SACA ROLHAS MANUAL INOX 16CM;1;19,99;19,99;0;1;CARTÃO;CUPOM MANUAL;HC BARBOSA;UD/JARD/PRES/DECOR;SACA ROLHAS
;T CASA 01 - Matriz;2025;10;24/10/2025;VENDA CONSUMIDOR;21590;CONSUME CERAMICA LOVE PR 17X12,5X7CM;1;19,99;19,99;0;3;BANCO;CUPOM MANUAL;HC MILTON;UD/JARD/PRES/DECOR;UD CASA
;T CASA 01 - Matriz;2025;4;10/04/2025;VENDA CONSUMIDOR;4335;TINTA SPRAY FLUORESCENTE AMARELO 350ML;2;9,99;19,98;23;2;CARTÃO;DAV;HC NAZARENO;TINTA/IMPERM/COMPLEM;TINTA SPRAY
;T CASA 01 - Matriz;2025;4;19/04/2025;CLIENTE PADRAO;4817;FITA CREPE USO GERAL 24X50M;2;9,99;19,98;1,11;2;DINHEIRO;ORÇAMENTO;HC NAZARENO;TINTA/IMPERM/COMPLEM;FITA CREPE
;T CASA 01 - Matriz;2025;4;25/04/2025;CLIENTE PADRAO;5080;TINTA SPRAY FLUORESCENTE AMARELO 350ML;2;9,99;19,98;23;2;DINHEIRO;DAV;HC MARINETE;TINTA/IMPERM/COMPLEM;TINTA SPRAY
;T CASA 01 - Matriz;2025;5;08/05/2025;CLIENTE PADRAO;2250;TINTA SPRAY FLUORESCENTE LARANJA 350ML;2;9,99;19,98;23;1;BANCO;DAV;HC MARINETE;TINTA/IMPERM/COMPLEM;TINTA SPRAY
;T CASA 01 - Matriz;2025;7;06/07/2025;VENDA CONSUMIDOR;8418;PETISQUEIRA PORCELANA DIVERSAS;2;9,99;19,98;0;2;CARTÃO;CUPOM MANUAL;HC MARIA RAIMUNDA;UD/JARD/PRES/DECOR;PETISQUEIRA
;T CASA 01 - Matriz;2025;9;25/09/2025;VENDA CONSUMIDOR;11643;PETISQUEIRA PORCELANA DIVERSAS;2;9,99;19,98;0;2;CARTÃO;CUPOM MANUAL;HC FRANCISCO;UD/JARD/PRES/DECOR;PETISQUEIRA
;T CASA 01 - Matriz;2025;11;03/11/2025;ATRIO HOTEIS S.A.;13444;BUCHA FIXA BRANCA 6 - 19990;100;0,1997;19,97;0;;A PRAZO;NFDAV;HC ALLAN;FERRAGENS/FECHADURAS;BUCHA
;T CASA 01 - Matriz;2025;11;03/11/2025;ATRIO HOTEIS S.A.;13444;BUCHA FIX PLAST 8 ANEL 500PC BR;100;0,1997;19,97;0;;A PRAZO;NFDAV;HC ALLAN;FERRAGENS/FECHADURAS;BUCHA
;T CASA 01 - Matriz;2025;6;23/06/2025;SERVE OBRAS;10962;BROCA CONCRETO 12X150MM;2;9,98;19,96;0;;A PRAZO;NFDAV;HC VICENTE;FERRAMENTA/MAQU/EPI;BROCA
;T CASA 01 - Matriz;2025;5;31/05/2025;VENDA CONSUMIDOR;6619;CANALETA BR 20X10X2000MM C- DUPLA FACE -;2;9,975;19,95;0,53;2;CARTÃO;CUPOM MANUAL;HC MARCELO;ELETRICO/ILUMINACAO;CANALETA
;T CASA 01 - Matriz;2025;7;07/07/2025;LOJA DO MARCENEIRO;5298;CANALETA BR 20X10X2000MM C- DUPLA FACE -;2;9,975;19,95;0,53;1;DINHEIRO;DAV;HC NAZARENO;ELETRICO/ILUMINACAO;CANALETA
;T CASA 01 - Matriz;2025;10;09/10/2025;VENDA CONSUMIDOR;12369;ROLO LA ANTIRESPINGO POLIPOP 9CM;3;6,65;19,95;0,35;2;CARTÃO;DAV;HC NAZARENO;TINTA/IMPERM/COMPLEM;ROLO
;T CASA 01 - Matriz;2025;10;21/10/2025;VENDA CONSUMIDOR;10371;JOELHO SOLDA BUCHA LATAO 90GR;2;9,975;19,95;0,53;1;CARTÃO;CUPOM MANUAL;HC CESAR;BASICO/HIDRAULICA;JOELHO
;T CASA 01 - Matriz;2025;7;23/07/2025;LIDER ENGENHARIA;11498;JOELHO ESGOTO 90GR;2;9,97;19,94;0,02;;A PRAZO;NFDAV;HC ALLAN;BASICO/HIDRAULICA;JOELHO
;T CASA 01 - Matriz;2025;4;27/04/2025;VENDA CONSUMIDOR;1627;ABRACADEIRA NYLON NATURAL 4,8X390MM;1;19,9;19,9;0;1;CARTÃO;DAV;HC BARBOSA;FERRAGENS/FECHADURAS;ABRACADEIRA
;T CASA 01 - Matriz;2025;4;29/04/2025;VENDA CONSUMIDOR;5241;VASSOURA MODELO PIACAVA EXT C CABO;1;19,9;19,9;0;2;BANCO;CUPOM MANUAL;HC CESAR;UD/JARD/PRES/DECOR;VASSOURA
;T CASA 01 - Matriz;2025;5;20/05/2025;VENDA CONSUMIDOR;6122;ROLO TEXTURA ALTA S.CABO 23CM;1;19,9;19,9;0;2;CARTÃO;CUPOM MANUAL;HC BARBOSA;TINTA/IMPERM/COMPLEM;ROLO
;T CASA 01 - Matriz;2025;5;31/05/2025;VENDA CONSUMIDOR;6639;VASSOURA MODELO PIACAVA EXT C CABO;1;19,9;19,9;0;2;BANCO;CUPOM MANUAL;HC CESAR;UD/JARD/PRES/DECOR;VASSOURA
;T CASA 01 - Matriz;2025;6;10/06/2025;VENDA CONSUMIDOR;7115;FITA ADESIVA DUPLA FACE 2MX12MM EXTERNA;1;19,9;19,9;0;2;DINHEIRO;CUPOM MANUAL;HC RENATO;UD/JARD/PRES/DECOR;FITA DUPLA FACE
;T CASA 01 - Matriz;2025;6;14/06/2025;VENDA CONSUMIDOR;7367;FITA ADESIVA DUPLA FACE 2MX12MM EXTERNA;1;19,9;19,9;0;2;DINHEIRO;CUPOM MANUAL;HC CESAR;UD/JARD/PRES/DECOR;FITA DUPLA FACE
;T CASA 01 - Matriz;2025;6;18/06/2025;LIDERANCA SERVICOS;10912;DISJUNTOR DIN 1P CURVA C 25A;1;19,9;19,9;0;;A PRAZO;NFDAV;HC VICENTE;ELETRICO/ILUMINACAO;DISJUNTOR
;T CASA 01 - Matriz;2025;6;19/06/2025;VENDA CONSUMIDOR;7624;FITA ADESIVA DUPLA FACE 2MX12MM EXTERNA;1;19,9;19,9;0;2;CARTÃO;CUPOM MANUAL;HC MARIA RAIMUNDA;UD/JARD/PRES/DECOR;FITA DUPLA FACE
;T CASA 01 - Matriz;2025;6;23/06/2025;VENDA CONSUMIDOR;7791;FITA ADESIVA DUPLA FACE 2MX12MM EXTERNA;1;19,9;19,9;0;2;CARTÃO;CUPOM MANUAL;HC MILTON;UD/JARD/PRES/DECOR;FITA DUPLA FACE
;T CASA 01 - Matriz;2025;6;24/06/2025;VENDA CONSUMIDOR;7803;FITA ADESIVA DUPLA FACE 2MX12MM EXTERNA;1;19,9;19,9;0;2;BANCO;CUPOM MANUAL;HC RENATA;UD/JARD/PRES/DECOR;FITA DUPLA FACE
;T CASA 01 - Matriz;2025;6;28/06/2025;VENDA CONSUMIDOR;8001;FITA ADESIVA DUPLA FACE 2MX12MM EXTERNA;1;19,9;19,9;0;2;CARTÃO;CUPOM MANUAL;HC MILTON;UD/JARD/PRES/DECOR;FITA DUPLA FACE
;T CASA 01 - Matriz;2025;7;01/07/2025;VENDA CONSUMIDOR;4933;FITA ADESIVA DUPLA FACE 2MX12MM EXTERNA;1;19,9;19,9;0;1;CARTÃO;CUPOM MANUAL;HC MARCELO;UD/JARD/PRES/DECOR;FITA DUPLA FACE
;T CASA 01 - Matriz;2025;7;02/07/2025;VENDA CONSUMIDOR;5004;FITA ADESIVA DUPLA FACE 2MX12MM EXTERNA;1;19,9;19,9;0;1;CARTÃO;CUPOM MANUAL;HC MARIA RAIMUNDA;UD/JARD/PRES/DECOR;FITA DUPLA FACE
;T CASA 01 - Matriz;2025;7;02/07/2025;VENDA CONSUMIDOR;8227;DISJUNTOR DIN 1P CURVA C 25A;1;19,9;19,9;0;2;CARTÃO;CUPOM MANUAL;HC MARIA RAIMUNDA;ELETRICO/ILUMINACAO;DISJUNTOR
;T CASA 01 - Matriz;2025;7;03/07/2025;VENDA CONSUMIDOR;8242;FITA ADESIVA DUPLA FACE 2MX12MM EXTERNA;1;19,9;19,9;0;2;CARTÃO;CUPOM MANUAL;HC CESAR;UD/JARD/PRES/DECOR;FITA DUPLA FACE
;T CASA 01 - Matriz;2025;7;05/07/2025;VENDA CONSUMIDOR;5230;FITA ADESIVA DUPLA FACE 2MX12MM EXTERNA;1;19,9;19,9;0;1;CARTÃO;CUPOM MANUAL;HC RENATO;UD/JARD/PRES/DECOR;FITA DUPLA FACE
;T CASA 01 - Matriz;2025;7;06/07/2025;VENDA CONSUMIDOR;8419;FITA ADESIVA DUPLA FACE 2MX12MM EXTERNA;1;19,9;19,9;0;2;DINHEIRO;CUPOM MANUAL;HC MARINETE;UD/JARD/PRES/DECOR;FITA DUPLA FACE
;T CASA 01 - Matriz;2025;7;08/07/2025;VENDA CONSUMIDOR;5350;FITA ADESIVA DUPLA FACE 2MX12MM EXTERNA;1;19,9;19,9;0;1;CARTÃO;CUPOM MANUAL;HC MARINETE;UD/JARD/PRES/DECOR;FITA DUPLA FACE
;T CASA 01 - Matriz;2025;7;25/07/2025;VENDA CONSUMIDOR;9210;DISJUNTOR DIN 1P CURVA C 16A;1;19,9;19,9;0;2;BANCO;CUPOM MANUAL;HC BARBOSA;ELETRICO/ILUMINACAO;DISJUNTOR
;T CASA 01 - Matriz;2025;8;14/08/2025;SANEAR;11879;PAPELEIRA COM TAMPA INOX;1;19,9;19,9;0;;A PRAZO;NFDAV;HC VICENTE;COZINHA/BANHEIROS;PAPELEIRA
;T CASA 01 - Matriz;2025;9;10/09/2025;VENDA CONSUMIDOR;10949;ABRACADEIRA NYLON NATURAL 4,8X390MM;1;19,9;19,9;0;2;CARTÃO;CUPOM MANUAL;HC RENATO;FERRAGENS/FECHADURAS;ABRACADEIRA
;T CASA 01 - Matriz;2025;9;12/09/2025;VENDA CONSUMIDOR;11066;CABO ENXADA 1,20M;1;19,9;19,9;0;2;CARTÃO;CUPOM MANUAL;HC RENATA;FERRAMENTA/MAQU/EPI;CABO MADEIRA
;T CASA 01 - Matriz;2025;9;22/09/2025;VENDA CONSUMIDOR;9041;ROLO TEXTURA GROSSA C SUPORTE 10CM - 181;1;19,9;19,9;0;1;BANCO;CUPOM MANUAL;HC MILTON;TINTA/IMPERM/COMPLEM;ROLO
;T CASA 01 - Matriz;2025;10;02/10/2025;VENDA CONSUMIDOR;11993;ROLO TEXTURA ALTA S.CABO 23CM;1;19,9;19,9;0;2;CARTÃO;CUPOM MANUAL;HC RENATO;TINTA/IMPERM/COMPLEM;ROLO
;T CASA 01 - Matriz;2025;10;18/10/2025;VENDA CONSUMIDOR;21441;DISJUNTOR DIN 1P CURVA C 16A;1;19,9;19,9;0;3;BANCO;DAV;HC MILTON;ELETRICO/ILUMINACAO;DISJUNTOR
;T CASA 01 - Matriz;2025;11;03/11/2025;VENDA CONSUMIDOR;13277;PARAFUSO SEXT.ROSCA SOBERBA RP;10;1,99;19,9;0;2;CARTÃO;CUPOM MANUAL;HC MILTON;FERRAGENS/FECHADURAS;PARAFUSO
;T CASA 01 - Matriz;2025;6;21/06/2025;VENDA CONSUMIDOR;7722;FITA ISOLANTE PRETA 19MMX10M;1;19,89;19,89;2,21;2;CARTÃO;CUPOM MANUAL;HC MARCELO;ELETRICO/ILUMINACAO;FITA ISOLANTE
;T CASA 01 - Matriz;2025;4;16/04/2025;IT CENTER;9668;FITA TELADA TRINCAS 50MMX45M;1;19,84;19,84;4,96;;A PRAZO;NFDAV;VENDEDOR PADRAO;FERRAMENTA/MAQU/EPI;FITA TELADA
;T CASA 01 - Matriz;2025;4;05/04/2025;VENDA CONSUMIDOR;3872;INTERRUPTOR SIMPLES 6A ARIA;2;9,9;19,8;0;2;CARTÃO;CUPOM MANUAL;HC VICENTE;ELETRICO/ILUMINACAO;INTERRUPTOR
;T CASA 01 - Matriz;2025;4;10/04/2025;VENDA CONSUMIDOR;4346;PORTA CADEADO ZINCADO 2,5;3;6,6;19,8;0;2;CARTÃO;CUPOM MANUAL;HC CESAR;FERRAGENS/FECHADURAS;PORTA CADEADO
;T CASA 01 - Matriz;2025;4;14/04/2025;VENDA CONSUMIDOR;4581;DISCO ABRASIVO CORTE;3;6,6;19,8;0;2;CARTÃO;CUPOM MANUAL;HC MARCELO;FERRAMENTA/MAQU/EPI;DISCO
;T CASA 01 - Matriz;2025;4;14/04/2025;VENDA CONSUMIDOR;4600;PORTA CADEADO ZINCADO 2,5;3;6,6;19,8;0;2;DINHEIRO;CUPOM MANUAL;HC CESAR;FERRAGENS/FECHADURAS;PORTA CADEADO
;T CASA 01 - Matriz;2025;4;15/04/2025;LIBNY BARRETO DO AMARAL;1023;INTERRUPTOR SIMPLES 6A ARIA;2;9,9;19,8;0;1;CARTÃO;ORÇAMENTO;HC CESAR;ELETRICO/ILUMINACAO;INTERRUPTOR
;T CASA 01 - Matriz;2025;4;22/04/2025;VENDA CONSUMIDOR;1396;LUVA SOLDA REDUCAO;2;9,9;19,8;0;1;BANCO;CUPOM MANUAL;HC FRANCISCO;BASICO/HIDRAULICA;LUVA
;T CASA 01 - Matriz;2025;4;23/04/2025;LIDERANCA SERVICOS;9749;TRINCHA CERDA GRIS;2;9,9;19,8;0;;A PRAZO;NFDAV;HC VICENTE;TINTA/IMPERM/COMPLEM;TRINCHA
;T CASA 01 - Matriz;2025;4;23/04/2025;LIDERANCA SERVICOS;9753;TRINCHA CERDA GRIS;2;9,9;19,8;0;;A PRAZO;NFDAV;HC VICENTE;TINTA/IMPERM/COMPLEM;TRINCHA
;T CASA 01 - Matriz;2025;4;25/04/2025;VENDA CONSUMIDOR;1541;BROCA CONCRETO SDS 10X260MM;1;19,8;19,8;0;1;BANCO;CUPOM MANUAL;HC FRANCISCO;FERRAMENTA/MAQU/EPI;BROCA
;T CASA 01 - Matriz;2025;4;25/04/2025;VENDA CONSUMIDOR;5062;PLACA CEGA 4X2;3;6,6;19,8;0;2;BANCO;CUPOM MANUAL;HC BARBOSA;ELETRICO/ILUMINACAO;PLACA CEGA
;T CASA 01 - Matriz;2025;4;27/04/2025;RODRIGO LIMA DOS SANTOS;9832;TALHADEIRA SDS PLUS 20X250MM;1;19,8;19,8;0;;CARTÃO;NFDAV;HC BARBOSA;FERRAMENTA/MAQU/EPI;TALHADEIRA
;T CASA 01 - Matriz;2025;4;29/04/2025;RR CHEVROLET;9885;TORNEIRA PIA 15 PP EBI12;2;9,9;19,8;0;;A PRAZO;NFDAV;HC VICENTE;COZINHA/BANHEIROS;TORNEIRA
;T CASA 01 - Matriz;2025;4;30/04/2025;LIDER ENGENHARIA;9910;JOELHO ESGOTO 90GR;6;3,3;19,8;0;;A PRAZO;NFDAV;HC ALLAN;BASICO/HIDRAULICA;JOELHO
;T CASA 01 - Matriz;2025;5;07/05/2025;INOVARE;10007;TRINCHA CERDA GRIS;2;9,9;19,8;0;;A PRAZO;NFDAV;HC VICENTE;TINTA/IMPERM/COMPLEM;TRINCHA
;T CASA 01 - Matriz;2025;5;08/05/2025;VENDA CONSUMIDOR;5626;DISCO ABRASIVO CORTE;3;6,6;19,8;0;2;CARTÃO;CUPOM MANUAL;HC CESAR;FERRAMENTA/MAQU/EPI;DISCO
;T CASA 01 - Matriz;2025;5;14/05/2025;TRANSVIAS CONSTRUCOE;10120;FERROLHO CARTELA ZINCADO 500X3CM;2;9,9;19,8;0;;A PRAZO;NFDAV;HC VICENTE;FERRAGENS/FECHADURAS;FERROLHO
;T CASA 01 - Matriz;2025;5;14/05/2025;EUROCAR;10131;TRINCHA MEDIA BRANCA CABO LR - 656 2.1/2;2;9,9;19,8;0;;A PRAZO;NFDAV;HC VICENTE;TINTA/IMPERM/COMPLEM;TRINCHA
