CHAVE;EMPRESA;ANO;MES;DATA;CLIENTE;DOC;PRODUTO;QTD;PRECO;VALOR;DESC;CAIXA;FORMA;TIPO;VENDEDOR;GRUPO;SUBGRUPO
;T CASA 01 - Matriz;2025;6;30/06/2025;LIDER ENGENHARIA;11097;PROTETOR PISO - 1X15M;15;329,9;4948,5;0;;A PRAZO;NFDAV;HC ALLAN;TINTA/IMPERM/COMPLEM;PROTETOR PISO
;T CASA 01 - Matriz;2025;5;21/05/2025;MONTENEGRO BOULEVARD;10317;TINTA TELHA CERAMICA;15;325,9;4888,5;0;;A PRAZO;NFDAV;HC ALLAN;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;10;02/10/2025;ETERC;12788;ESMALTE ALTO BRILHO AZUL DEL REY;42;115,9;4867,8;0;;A PRAZO;NFDAV;HC ALLAN;TINTA/IMPERM/COMPLEM;ESMALTE
;T CASA 01 - Matriz;2025;9;30/09/2025;PINHEIRO SERENI ENGENHARIA;12737;BACIA CAIXA ACOPLADA ACESSO PLUS;2;2399;4798;0;;A PRAZO;NFDAV;HC VICENTE;COZINHA/BANHEIROS;BACIA SANITARIA
;T CASA 01 - Matriz;2025;5;08/05/2025;ENGEKO ENGENHARIA E;10039;ARGAMASSA CINZA S.PISO ACIII - 20KG;120;39,89;4786,8;11,41;;A PRAZO;NFDAV;HC CARLOS SILVA;PISOS/REVESTIMENTOS;ARGAMASSA
;T CASA 01 - Matriz;2025;5;29/05/2025;PINHEIRO SERENI INCO;10481;RENOVE FOSCO BRANCO NEVE;15;315,9;4738,5;0;;A PRAZO;NFDAV;HC VICENTE;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;7;28/07/2025;LIDER ENGENHARIA;11583;LONA PLASTICA PRETA 4X100M;800;5,8838875;4707,11;0,02;;A PRAZO;NFDAV;HC ALLAN;BASICO/HIDRAULICA;LONA
;T CASA 01 - Matriz;2025;10;24/10/2025;PINHEIRO SERENI ENGENHARIA;13302;TELHA ONDINA;110;42,5;4675;0;;A PRAZO;NFDAV;HC VICENTE;BASICO/HIDRAULICA;TELHA
;T CASA 01 - Matriz;2025;9;05/09/2025;CONDOMINIO DO SHOPPING METROPOLE ANANINDEUA;12259;SACO DE ASFALTO FRIO - 25KG;20;230;4600;0;;A PRAZO;NFDAV;HC CARLOS SILVA;PISOS/REVESTIMENTOS;MANTA
;T CASA 01 - Matriz;2025;10;01/10/2025;CONDOMINIO DO SHOPPING METROPOLE ANANINDEUA;12751;SACO DE ASFALTO FRIO - 25KG;20;230;4600;0;;A PRAZO;NFDAV;HC CARLOS SILVA;PISOS/REVESTIMENTOS;MANTA
;T CASA 01 - Matriz;2025;10;08/10/2025;SONHARE CONST E INCO;12954;SELADOR ACRILICO POUPE - 15L 00281510999;34;134;4556;0;;A PRAZO;NFDAV;HC ALLAN;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;8;16/08/2025;LIDER ENGENHARIA;11899;FITA VEDATUDO ALUMINIO 90X10M;15;299,426;4491,39;0,47;;A PRAZO;NFDAV;HC ALLAN;TINTA/IMPERM/COMPLEM;IMPERMEABILIZANTE
;T CASA 01 - Matriz;2025;4;16/04/2025;MACC ENGENHARIA E EM;9692;RODAPE SANTA LUZIA 456 RP/BR 70MM 2,40MT;33;135,8;4481,4;0;;CARTÃO;NFDAV;HC CARLOS SILVA;UD/JARD/PRES/DECOR;RODAPE
;T CASA 01 - Matriz;2025;8;30/08/2025;ENGEKO ENGENHARIA E;12167;KIT BACIA E CAIXA ACOPLADA VERTIS T CLEA;1;4478,9;4478,9;0;;A PRAZO;NFDAV;HC CARLOS SILVA;COZINHA/BANHEIROS;BACIA
;T CASA 01 - Matriz;2025;7;05/07/2025;LIDER ENGENHARIA;11184;ARGAMASSA BRANCA ACIII;70;63,6;4452;0;;A PRAZO;NFDAV;HC ALLAN;BASICO/HIDRAULICA;ARGAMASSA
;T CASA 01 - Matriz;2025;6;18/06/2025;LIDERANCA SERVICOS;10912;MANGUEIRA LAVA AUTO AZUL 1/2 1200 PSI NA;75;58,9;4417,5;0;;A PRAZO;NFDAV;HC VICENTE;COZINHA/BANHEIROS;MANGUEIRA
;T CASA 01 - Matriz;2025;10;30/10/2025;PINHEIRO SERENI ENGENHARIA;13383;VERTEX AC.SB BRANCO NEVE;8;547,9;4383,2;0;;A PRAZO;NFDAV;HC VICENTE;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;6;18/06/2025;LIDERANCA SERVICOS;10912;TABUA MACHEADA NV;84;51,9;4359,6;0;;A PRAZO;NFDAV;HC VICENTE;BASICO/HIDRAULICA;TABUA
;T CASA 01 - Matriz;2025;10;29/10/2025;ECONOMICO COMERCIO D;13348;ACRILICO GLASU ESSENCIAL FOSCO BRANCO NE;20;217,9;4358;0;;A PRAZO;NFDAV;HC ALLAN;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;8;19/08/2025;LIDERANCA SERVICOS;11927;CANTONEIRA SIMPLES;30;142,9;4287;0;;A PRAZO;NFDAV;HC VICENTE;FERRAGENS/FECHADURAS;CANTONEIRA
;T CASA 01 - Matriz;2025;5;28/05/2025;LIDER ENGENHARIA;10470;ARGAMASSA BRANCA ACIII;70;60,9;4263;0;;A PRAZO;NFDAV;HC ALLAN;BASICO/HIDRAULICA;ARGAMASSA
;T CASA 01 - Matriz;2025;8;26/08/2025;LIDER ENGENHARIA;12100;RODAPE POLIESTIRENO - RP BR 496 *;12;354,9;4258,8;0;;A PRAZO;NFDAV;HC ALLAN;PISOS/REVESTIMENTOS;RODAPE
;T CASA 01 - Matriz;2025;8;26/08/2025;VILA GALE BRASIL;12094;SEPARADOR GRAMA FLEXIVEL 50X12 - 866903;400;10,6;4240;0;;A PRAZO;NFDAV;HC ALLAN;UD/JARD/PRES/DECOR;SEPARADOR GRAMA
;T CASA 01 - Matriz;2025;8;28/08/2025;TREE RESIDENCE SPE L;12139;PROTETOR SALVA PISO;20;211,2;4224;0;;A PRAZO;NFDAV;HC CARLOS SILVA;TINTA/IMPERM/COMPLEM;PROTETOR PISO
;T CASA 01 - Matriz;2025;9;04/09/2025;TREE RESIDENCE SPE L;12232;PROTETOR SALVA PISO 1X15M;20;211,2;4224;0;;A PRAZO;NFDAV;HC CARLOS SILVA;TINTA/IMPERM/COMPLEM;PROTETOR
;T CASA 01 - Matriz;2025;8;05/08/2025;SME ENGENHARIA;11687;SIKAFLEX CONSTRUCAO CINZA 300ML - 1497;30;139,8;4194;0;;A PRAZO;NFDAV;HC CARLOS SILVA;TINTA/IMPERM/COMPLEM;IMPERMEABILIZANTES
;T CASA 01 - Matriz;2025;7;15/07/2025;LIDER ENGENHARIA;11348;GROUT SUPERGROUT 25KG;20;209,4005;4188,01;0;;A PRAZO;NFDAV;HC ALLAN;PISOS/REVESTIMENTOS;REVESTIMENTO
;T CASA 01 - Matriz;2025;10;02/10/2025;VILA GALE BRASIL - ATIVIDADES HOTELEIRAS LTDA;12802;LAVADORA PRESSAO FORCE 1500W 220V - 199;2;2090;4180;0;;A PRAZO;NFDAV;HC ALLAN;FERRAMENTA/MAQU/EPI;LAVADORA
;T CASA 01 - Matriz;2025;5;28/05/2025;LASTRO PROJ. E CONST;6486;ACRILICO FOSCO POP AREIA;14;296,5;4151;0;2;DINHEIRO;DAV;HC MARCELO;TINTA/IMPERM/COMPLEM;TEXTURA ACRILICA
;T CASA 01 - Matriz;2025;6;21/06/2025;LIDER ENGENHARIA;10947;RODAPE FRISO 10CM;25;165,9;4147,5;0;;A PRAZO;NFDAV;HC ALLAN;PISOS/REVESTIMENTOS;RODAPE
;T CASA 01 - Matriz;2025;4;16/04/2025;ENGEKO ENGENHARIA E;9687;ARGAMASSA GRAUTE 25 KG;50;81,7;4085;0;;A PRAZO;NFDAV;HC CARLOS SILVA;PISOS/REVESTIMENTOS;ARGAMASSA
;T CASA 01 - Matriz;2025;5;08/05/2025;LIDERANCA SERVICOS;10042;MANGUEIRA LAVA AUTO AZUL 1/2 1200 PSI NA;75;53,9;4042,5;0;;A PRAZO;NFDAV;HC VICENTE;COZINHA/BANHEIROS;MANGUEIRA
;T CASA 01 - Matriz;2025;10;14/10/2025;CONSORCIO TL 01/2025;13063;SELADOR MADEIRA;24;168,2;4036,8;0;;A PRAZO;NFDAV;HC VICENTE;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;4;23/04/2025;LIDER ENGENHARIA;9758;TINTA TELHA CERAMICA;10;399,9;3999;0;;A PRAZO;NFDAV;HC ALLAN;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;6;09/06/2025;MARIUA CONSTRUCOES L;10722;TUBO SOLDA 6M;25;158,6;3965;0;;A PRAZO;NFDAV;HC CARLOS SILVA;BASICO/HIDRAULICA;TUBO
;T CASA 01 - Matriz;2025;9;01/09/2025;COLEGIO NAZARE;12186;LUMINARIA LED BLOCO EMERGENCIA 2F 6500K;11;358,9;3947,9;0;;A PRAZO;NFDAV;HC ALLAN;ELETRICO/ILUMINACAO;LUMINARIA
;T CASA 01 - Matriz;2025;7;08/07/2025;PINHEIRO SERENI INCO;11206;TINTA EPOXI BASE AGUA BRANCO NEVE;20;196,7445;3934,89;0,26;;A PRAZO;NFDAV;HC VICENTE;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;4;24/04/2025;LIDER ENGENHARIA;9784;HIDROPRIMER 18L - 497541;10;392,7;3927;0;;A PRAZO;NFDAV;HC ALLAN;FERRAMENTA/MAQU/EPI;IMPERMEABILIZANTES
;T CASA 01 - Matriz;2025;9;17/09/2025;OITO QUATRO PRODUCOES;12478;CABO EXTENSOR PINTURA 3M;50;78,4;3920;0;;A PRAZO;NFDAV;HC VICENTE;TINTA/IMPERM/COMPLEM;EXTENSOR
;T CASA 01 - Matriz;2025;11;04/11/2025;MARINHO CONSTRUCOES;13461;ACRILICO FOSCO POP PALHA;12;325,1;3901,2;0;;A PRAZO;NFDAV;HC CARLOS SILVA;TINTA/IMPERM/COMPLEM;TEXTURA ACRILICA
;T CASA 01 - Matriz;2025;9;26/09/2025;PAULITEC CONSTRUCOES LTDA;12673;PORTA HDF BRANCA LISA 3X60X210;10;390;3900;0;;A PRAZO;NFDAV;HC CARLOS SILVA;PORTAS/ESQUAD/JANELA;PORTAS
;T CASA 01 - Matriz;2025;8;12/08/2025;PAULITEC CONSTRUCOES LTDA;11824;CIMENTADO E PISO POUPE CONCRETO - 15L 30;15;259,99;3899,85;0;;A PRAZO;NFDAV;HC CARLOS SILVA;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;6;18/06/2025;COND SHOPPING METROP;10904;FECHADURA LAFONTE EXT ROSETA;10;385,5;3855;0;;A PRAZO;NFDAV;HC CARLOS SILVA;FERRAGENS/FECHADURAS;FECHADURA
;T CASA 01 - Matriz;2025;4;14/04/2025;LASTRO PROJ. E CONST;9604;ACRILICO FOSCO POP AREIA;13;296,5;3854,5;0;;BANCO;NFDAV;HC MARCELO;TINTA/IMPERM/COMPLEM;TEXTURA ACRILICA
;T CASA 01 - Matriz;2025;6;27/06/2025;LIDER ENGENHARIA;11071;MASSA ACRILICA 20KG VERCRYL;20;191,48;3829,6;0;;A PRAZO;NFDAV;HC ALLAN;TINTA/IMPERM/COMPLEM;MASSA ACRILICA
;T CASA 01 - Matriz;2025;4;15/04/2025;LIDER ENGENHARIA;9620;BASE PM RENDE MUITO - 16L 5202250;5;759,9;3799,5;0;;A PRAZO;NFDAV;HC ALLAN;TINTA/IMPERM/COMPLEM;BASE
;T CASA 01 - Matriz;2025;6;06/06/2025;LIDER ENGENHARIA;10693;RESINA IMPERM SOL E CHUVA INCOLOR;5;753,99;3769,95;0;;A PRAZO;NFDAV;HC ALLAN;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;11;04/11/2025;VILA GALE BRASIL - ATIVIDADES HOTELEIRAS LTDA;13467;TABUA PASSAR C PONTA METALIZADA;16;231,7;3707,2;0;;A PRAZO;NFDAV;HC ALLAN;UD/JARD/PRES/DECOR;UD CASA
;T CASA 01 - Matriz;2025;7;28/07/2025;LIDER ENGENHARIA;11583;RENDE MUITO BRANCO - 18L 5202145 *;5;740,972;3704,86;2,03;;A PRAZO;NFDAV;HC ALLAN;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;4;30/04/2025;ESTACAO DAS DOCAS;9903;ESMALTE SECA RAPIDO PLATINA;36;102,8;3700,8;0;;A PRAZO;NFDAV;HC ALLAN;TINTA/IMPERM/COMPLEM;ESMALTE
;T CASA 01 - Matriz;2025;8;23/08/2025;KARISTEN COMERCIO E;12041;TORNEIRA LAV GIRATORIA MESA AUTOMATICA;17;216,9;3687,3;0;;A PRAZO;NFDAV;HC ALLAN;COZINHA/BANHEIROS;TORNEIRA
;T CASA 01 - Matriz;2025;10;06/10/2025;SME ENGENHARIA;12894;GRAUTE 25 MPA;40;92;3680;0;;A PRAZO;NFDAV;HC CARLOS SILVA;TINTA/IMPERM/COMPLEM;UD CASA
;T CASA 01 - Matriz;2025;6;16/06/2025;LIDER ENGENHARIA;10848;ARG SUPER FORM 20KG BRANCA;20;183,06;3661,2;0;;A PRAZO;NFDAV;HC ALLAN;PISOS/REVESTIMENTOS;ARGAMASSA
;T CASA 01 - Matriz;2025;4;24/04/2025;LIDER ENGENHARIA;9784;ARGAMASSA BRANCA ACIII;60;60,9;3654;0;;A PRAZO;NFDAV;HC ALLAN;BASICO/HIDRAULICA;ARGAMASSA
;T CASA 01 - Matriz;2025;4;30/04/2025;LIDER ENGENHARIA;9910;ARGAMASSA BRANCA ACIII;60;60,9;3654;0;;A PRAZO;NFDAV;HC ALLAN;BASICO/HIDRAULICA;ARGAMASSA
;T CASA 01 - Matriz;2025;5;10/05/2025;LIDER ENGENHARIA;10072;ARGAMASSA BRANCA ACIII;60;60,9;3654;0;;A PRAZO;NFDAV;HC ALLAN;BASICO/HIDRAULICA;ARGAMASSA
;T CASA 01 - Matriz;2025;5;17/05/2025;LIDER ENGENHARIA;10222;ARGAMASSA CINZA ACIII;60;60,9;3654;0;;A PRAZO;NFDAV;HC ALLAN;BASICO/HIDRAULICA;ARGAMASSA
;T CASA 01 - Matriz;2025;5;23/05/2025;LIDER ENGENHARIA;10367;ARGAMASSA BRANCA ACIII;60;60,9;3654;0;;A PRAZO;NFDAV;HC ALLAN;BASICO/HIDRAULICA;ARGAMASSA
;T CASA 01 - Matriz;2025;4;25/04/2025;LIDER ENGENHARIA;9817;TUBO ESGOTO 6M;5;723,1;3615,5;0;;A PRAZO;NFDAV;HC ALLAN;BASICO/HIDRAULICA;TUBO
;T CASA 01 - Matriz;2025;5;28/05/2025;MARIUA CONSTRUCOES L;10449;TUBO ESGOTO 6M;12;298;3576;2,3;;A PRAZO;NFDAV;HC CARLOS SILVA;BASICO/HIDRAULICA;TUBO
;T CASA 01 - Matriz;2025;10;21/10/2025;MARIUA CONSTRUCOES L;13201;DISPENSADOR PAPEL INOX;3;1190,356667;3571,07;36,54;;A PRAZO;NFDAV;HC CARLOS SILVA;COZINHA/BANHEIROS;DISPENSADOR
;T CASA 01 - Matriz;2025;10;06/10/2025;HOTEL PRINCESA LOUCA;12893;ARGAMASSA CINZA S.PISO ACIII - 20KG;60;58,6;3516;0;;A PRAZO;NFDAV;HC VICENTE;PISOS/REVESTIMENTOS;ARGAMASSA
;T CASA 01 - Matriz;2025;10;31/10/2025;HOTEL PRINCESA LOUCA;13389;ARGAMASSA CINZA S.PISO ACIII - 20KG;60;58,6;3516;0;;A PRAZO;NFDAV;HC VICENTE;PISOS/REVESTIMENTOS;ARGAMASSA
;T CASA 01 - Matriz;2025;10;20/10/2025;GREENVILLE II;13160;CIMENTADO E PISO BRANCO;10;349;3490;0;;A PRAZO;NFDAV;HC ALLAN;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;5;28/05/2025;LIDER ENGENHARIA;10470;MASSA ACRILICA 20KG VERCRYL;20;172,99;3459,8;0;;A PRAZO;NFDAV;HC ALLAN;TINTA/IMPERM/COMPLEM;MASSA ACRILICA
;T CASA 01 - Matriz;2025;10;08/10/2025;SONHARE CONST E INCO;12954;MASSA CORRIDA PVA - 20KG;50;69,1;3455;0;;A PRAZO;NFDAV;HC ALLAN;TINTA/IMPERM/COMPLEM;MASSA CORRIDA
;T CASA 01 - Matriz;2025;10;03/10/2025;REICON;12826;ESMALTE SECA RAPIDO CINZA MEDIO;30;114,9;3447;0;;A PRAZO;NFDAV;HC VICENTE;TINTA/IMPERM/COMPLEM;ESMALTE
;T CASA 01 - Matriz;2025;8;21/08/2025;LIDERANCA SERVICOS;11982;CABO FLEXIVEL 750V;700;4,85;3395;0;;A PRAZO;NFDAV;HC VICENTE;ELETRICO/ILUMINACAO;CABO ELETRICO
;T CASA 01 - Matriz;2025;4;30/04/2025;LIDER ENGENHARIA;9910;FITA VEDATUDO ALUMINIO 90X10M;12;281,99;3383,88;0;;A PRAZO;NFDAV;HC ALLAN;TINTA/IMPERM/COMPLEM;IMPERMEABILIZANTE
;T CASA 01 - Matriz;2025;4;23/04/2025;LIDER ENGENHARIA;9758;MASSA ACRILICA 20KG VERCRYL;20;168,9;3378;12,9;;A PRAZO;NFDAV;HC ALLAN;TINTA/IMPERM/COMPLEM;MASSA ACRILICA
;T CASA 01 - Matriz;2025;6;11/06/2025;ENGEKO ENGENHARIA E;10754;SELADOR ACRILICO;30;110,6;3318;0;;A PRAZO;NFDAV;HC CARLOS SILVA;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;9;05/09/2025;HOTEL PRINCESA LOUCA;12272;ARGAMASSA CINZA S.PISO ACIII - 20KG;60;55,2;3312;0;;A PRAZO;NFDAV;HC VICENTE;PISOS/REVESTIMENTOS;ARGAMASSA
;T CASA 01 - Matriz;2025;9;24/09/2025;HOTEL PRINCESA LOUCA;12602;ARGAMASSA CINZA S.PISO ACIII - 20KG;60;55,2;3312;0;;A PRAZO;NFDAV;HC VICENTE;PISOS/REVESTIMENTOS;ARGAMASSA
;T CASA 01 - Matriz;2025;8;16/08/2025;LIDER ENGENHARIA;11899;ARGAMASSA CINZA S.PISO ACIII - 20KG;60;55,11283333;3306,77;0,09;;A PRAZO;NFDAV;HC ALLAN;PISOS/REVESTIMENTOS;ARGAMASSA
;T CASA 01 - Matriz;2025;5;29/05/2025;PINHEIRO SERENI INCO;10486;ARGAMASSA GRAUTE 25 KG;50;66;3300;0;;A PRAZO;NFDAV;HC VICENTE;PISOS/REVESTIMENTOS;ARGAMASSA
;T CASA 01 - Matriz;2025;8;29/08/2025;PARA 2000;12154;CIMENTADO E PISO MARROM;10;329,9;3299;0;;A PRAZO;NFDAV;HC ALLAN;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;8;29/08/2025;PARA 2000;12154;CIMENTADO E PISO BRANCO;10;329,9;3299;0;;A PRAZO;NFDAV;HC ALLAN;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;9;02/09/2025;COLEGIO NAZARE;12207;COMPENSADO 06 MM;12;273,5766667;3282,92;12,42;;A PRAZO;NFDAV;HC ALLAN;MOVEIS/GABINETE/TOUC;COMPENSADO
;T CASA 01 - Matriz;2025;8;16/08/2025;LIDER ENGENHARIA;11899;PRIMER BASE AGUA 18L - DENVERMANTA;6;541,9416667;3251,65;0,86;;A PRAZO;NFDAV;HC ALLAN;QUIMICOS/ADESIVOS;IMPERMEABILIZANTES
;T CASA 01 - Matriz;2025;10;30/10/2025;PINHEIRO SERENI ENGENHARIA;13383;ACRILICO FOSCO POP BRANCO;10;325,1;3251;0;;A PRAZO;NFDAV;HC VICENTE;TINTA/IMPERM/COMPLEM;TEXTURA ACRILICA
;T CASA 01 - Matriz;2025;9;18/09/2025;VILA GALE BRASIL;12509;SEPARADOR GRAMA FLEXIVEL 50X12 - 866903;300;10,8;3240;0;;A PRAZO;NFDAV;HC ALLAN;UD/JARD/PRES/DECOR;SEPARADOR GRAMA
;T CASA 01 - Matriz;2025;5;17/05/2025;LIDER ENGENHARIA;10222;MASSA ACRILICA 20KG VERCRYL;20;161,99;3239,8;0;;A PRAZO;NFDAV;HC ALLAN;TINTA/IMPERM/COMPLEM;MASSA ACRILICA
;T CASA 01 - Matriz;2025;8;26/08/2025;REDE MAIS BARATO;12085;TAPETE VINIL SILVER 1,20X1M PRETO;12;268,8633333;3226,36;20,24;;A PRAZO;NFDAV;HC RENATO;UD/JARD/PRES/DECOR;TAPETE
;T CASA 01 - Matriz;2025;9;02/09/2025;SANEAR;12200;RENOVE ACETINADO PEROLA;6;533;3198;0;;A PRAZO;NFDAV;HC VICENTE;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;7;03/07/2025;HOTEL PRINCESA LOUCA;11136;ARGAMASSA CINZA ACIII;60;52,7;3162;0;;A PRAZO;NFDAV;HC VICENTE;BASICO/HIDRAULICA;ARGAMASSA
;T CASA 01 - Matriz;2025;7;16/07/2025;PINHEIRO SERENI INCO;11375;GRAUTE 25 MPA SPQ;40;79;3160;7,4;;A PRAZO;NFDAV;HC VICENTE;TINTA/IMPERM/COMPLEM;UD
;T CASA 01 - Matriz;2025;6;27/06/2025;LIDER ENGENHARIA;11071;SIKATOP 107 CINZA 18KG;8;394,9;3159,2;0;;A PRAZO;NFDAV;HC ALLAN;TINTA/IMPERM/COMPLEM;IMPERMEABILIZANTES
;T CASA 01 - Matriz;2025;6;16/06/2025;COND BOULEVARD SHOPP;10858;RENOVE FOSCO BRANCO NEVE;10;315,8;3158;0;;A PRAZO;NFDAV;HC VICENTE;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;10;17/10/2025;SME ENGENHARIA;13148;RENOVE FOSCO BRANCO NEVE;10;315,8;3158;0;;A PRAZO;NFDAV;HC CARLOS SILVA;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;10;20/10/2025;PAROQUIA;13170;BASE MF SOL E CHUVA IMPERMEABILIZA;3;1049,36;3148,08;98,64;;BANCO;NFDAV;HC RENATO;TINTA/IMPERM/COMPLEM;BASE
;T CASA 01 - Matriz;2025;6;16/06/2025;LIDER ENGENHARIA;10848;FITA VEDA TUDO 90X10M;8;387,1;3096,8;0;;A PRAZO;NFDAV;HC ALLAN;TINTA/IMPERM/COMPLEM;IMPERMEABILIZANTE
;T CASA 01 - Matriz;2025;4;08/04/2025;LIDER ENGENHARIA;9513;ARGAMASSA BRANCA ACIII;50;60,9;3045;0;;A PRAZO;NFDAV;HC ALLAN;BASICO/HIDRAULICA;ARGAMASSA
;T CASA 01 - Matriz;2025;7;17/07/2025;TEN TAVARES;5861;TORNEIRA LAVATORIO BANCADA CROSS - 30343;30;101,1;3033;0;1;BANCO;DAV;HC CARLOS SILVA;COZINHA/BANHEIROS;TORNEIRA
;T CASA 01 - Matriz;2025;5;26/05/2025;CICLUS AMAZONIA S.A.;10405;BALDE CONCRETO MET C PEGADOR 10L - 17281;101;29,99;3028,99;0;;A PRAZO;NFDAV;HC CARLOS SILVA;UD/JARD/PRES/DECOR;BALDE
;T CASA 01 - Matriz;2025;7;23/07/2025;ECONOMICO COMERCIO D;11496;PRIMER BASE AGUA 18L - 196646;9;335,8;3022,2;0;;A PRAZO;NFDAV;HC ALLAN;QUIMICOS/ADESIVOS;IMPERMEABILIZANTES
;T CASA 01 - Matriz;2025;4;24/04/2025;PINHEIRO SERENI INCO;9788;MANTA PLASTIC TERMICA 1 FACE 1.20 X 50MT;8;376,3;3010,4;0;;A PRAZO;NFDAV;HC VICENTE;QUIMICOS/ADESIVOS;MANTA
;T CASA 01 - Matriz;2025;5;29/05/2025;CONDOMINIO RESERVA;10500;OBRELEONE PALOMA 270;2;1500;3000;0;;A PRAZO;NFDAV;HC MARINETE;UD/JARD/PRES/DECOR;UD CASA
;T CASA 01 - Matriz;2025;6;25/06/2025;LIDER ENGENHARIA;11002;ARGAMASSA BRANCA ACIII;50;59,9;2995;0;;A PRAZO;NFDAV;HC ALLAN;BASICO/HIDRAULICA;ARGAMASSA
;T CASA 01 - Matriz;2025;4;23/04/2025;LIDERANCA SERVICOS;9753;LUMINARIA INTELBRAS EMERG 30LEDS LEA31 1;85;35,2;2992;0;;A PRAZO;NFDAV;HC VICENTE;ELETRICO/ILUMINACAO;LUMINARIA
;T CASA 01 - Matriz;2025;10;03/10/2025;REICON;12827;ESMALTE SECA RAPIDO AZUL FRANCA - 3L 182;26;114,9;2987,4;0;;A PRAZO;NFDAV;HC VICENTE;TINTA/IMPERM/COMPLEM;ESMALTE
;T CASA 01 - Matriz;2025;5;17/05/2025;LIDER ENGENHARIA;10222;RESINA IMPERM SOL E CHUVA INCOLOR;5;596,9;2984,5;0;;A PRAZO;NFDAV;HC ALLAN;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;4;24/04/2025;SENENGE ENGENHARIA;9796;REJUNTE FLEXIVEL BEGE;350;8,5;2975;0;;A PRAZO;NFDAV;HC ALLAN;BASICO/HIDRAULICA;REJUNTE
;T CASA 01 - Matriz;2025;10;28/10/2025;PINHEIRO SERENI ENGENHARIA;13326;TELHA ONDINA;70;42,5;2975;0;;A PRAZO;NFDAV;HC VICENTE;BASICO/HIDRAULICA;TELHA
;T CASA 01 - Matriz;2025;5;15/05/2025;TREE RESIDENCE SPE L;10185;DUTO KANADUTO SW DN 50MM - 0181102 1.1/2;150;19,73;2959,5;0;;A PRAZO;NFDAV;HC CARLOS SILVA;ELETRICO/ILUMINACAO;DUTO
;T CASA 01 - Matriz;2025;5;20/05/2025;ECONOMICO LTDA;10277;LONA PLASTICA PRETA 6X100M;300;9,8;2940;0;;A PRAZO;NFDAV;HC ALLAN;BASICO/HIDRAULICA;LONA
;T CASA 01 - Matriz;2025;7;21/07/2025;PINHEIRO SERENI INCO;11453;TINTA EPOXI BASE AGUA BRANCO NEVE;15;196;2940;0;;A PRAZO;NFDAV;HC VICENTE;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;7;21/07/2025;PINHEIRO SERENI INCO;11454;TINTA EPOXI BASE AGUA BRANCO NEVE;15;196;2940;0;;A PRAZO;NFDAV;HC VICENTE;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;8;14/08/2025;AMAZON CONSTRUCOES;11890;CARRO MAO EXTRA FORTE METAL 65L - 777144;5;585,5;2927,5;0;;A PRAZO;NFDAV;HC ALLAN;FERRAMENTA/MAQU/EPI;CARRO MAO
;T CASA 01 - Matriz;2025;8;11/08/2025;RR OBRAS DE FUNDACOE;11788;VERTEX LATEX AC.BRANCO NEVE - 18L 1600;15;193,7186667;2905,78;14,58;;A PRAZO;NFDAV;HC RENATO;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;8;22/08/2025;RR OBRAS DE FUNDACOE;12016;VERTEX LATEX AC.BRANCO NEVE - 18L 1600;15;193,7186667;2905,78;14,58;;A PRAZO;NFDAV;HC RENATO;TINTA/IMPERM/COMPLEM;TINTA
;T CASA 01 - Matriz;2025;11;03/11/2025;VILA GALE BRASIL - ATIVIDADES HOTELEIRAS LTDA;13441;TRANSFORMADOR 5000VA BIV;6;482,8;2896,8;0;;A PRAZO;NFDAV;HC MARCELO;ELETRICO/ILUMINACAO;TRANSFORMADOR
